minute;gpm;total_periodic_gold;cum_periodic_gold;melee_num;ranged_num;siege_num;flagbearer_num;melee_gold;ranged_gold;siege_gold;flagbearer_gold;melee;ranged;siege;flagbearer;total_lane_gold;cum_lane_gold;small_num;medium_num;large_num;ancient_num;small_gold;medium_gold;large_gold;ancient_gold;small;medium;large;ancient;total_neutrals_gold;cum_neutrals_gold;bounty_gold;bounty_num;total_bounty_gold;cum_bounty_gold;total_tormentor_gold;cum_tormentor_gold;total_gold;cum_total_gold
45.0;105.5;263.75;21680.75;5.0;2;2.0;1.0;37;66;66;83;185.0;132;132.0;83.0;1596.0;68190.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;124200.0;117;2.0;1170.0;12140.0;0;9900;5789.75;236110.75
45.5;105.5;263.75;21944.5;6.0;2;0.0;0.0;37;66;66;83;222.0;132;0.0;0.0;1062.0;69252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124200.0;117;0.0;0.0;12140.0;0;9900;1325.75;237436.5
46.0;105.5;263.75;22208.25;5.0;2;0.0;1.0;37;66;66;83;185.0;132;0.0;83.0;1200.0;70452.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;126960.0;117;0.0;0.0;12140.0;0;9900;4223.75;241660.25
46.5;105.5;263.75;22472.0;6.0;2;0.0;0.0;37;66;66;83;222.0;132;0.0;0.0;1062.0;71514.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;126960.0;117;0.0;0.0;12140.0;0;9900;1325.75;242986.0
47.0;105.5;263.75;22735.75;5.0;2;0.0;1.0;37;66;66;83;185.0;132;0.0;83.0;1200.0;72714.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;129720.0;117;0.0;0.0;12140.0;0;9900;4223.75;247209.75
47.5;105.5;263.75;22999.5;6.0;2;0.0;0.0;37;66;66;83;222.0;132;0.0;0.0;1062.0;73776.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;129720.0;117;0.0;0.0;12140.0;0;9900;1325.75;248535.5
48.0;105.5;263.75;23263.25;5.0;2;0.0;1.0;37;66;66;83;185.0;132;0.0;83.0;1200.0;74976.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;132480.0;117;2.0;1170.0;13310.0;0;9900;5393.75;253929.25
48.5;105.5;263.75;23527.0;6.0;2;0.0;0.0;37;66;66;83;222.0;132;0.0;0.0;1062.0;76038.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;132480.0;117;0.0;0.0;13310.0;0;9900;1325.75;255255.0
49.0;105.5;263.75;23790.75;5.0;2;0.0;1.0;37;66;66;83;185.0;132;0.0;83.0;1200.0;77238.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;135240.0;117;0.0;0.0;13310.0;0;9900;4223.75;259478.75
49.5;105.5;263.75;24054.5;6.0;2;0.0;0.0;37;66;66;83;222.0;132;0.0;0.0;1062.0;78300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135240.0;117;0.0;0.0;13310.0;0;9900;1325.75;260804.5
50.0;105.5;263.75;24318.25;5.0;2;2.0;1.0;37;66;66;83;185.0;132;132.0;83.0;1596.0;79896.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;138000.0;126;0.0;0.0;13310.0;3300;13200;7919.75;268724.25
50.5;105.5;263.75;24582.0;6.0;2;0.0;0.0;37;66;66;83;222.0;132;0.0;0.0;1062.0;80958.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;138000.0;126;0.0;0.0;13310.0;0;13200;1325.75;270050.0
51.0;105.5;263.75;24845.75;5.0;2;0.0;1.0;37;66;66;83;185.0;132;0.0;83.0;1200.0;82158.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;140760.0;126;2.0;1260.0;14570.0;0;13200;5483.75;275533.75
51.5;105.5;263.75;25109.5;6.0;2;0.0;0.0;37;66;66;83;222.0;132;0.0;0.0;1062.0;83220.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;140760.0;126;0.0;0.0;14570.0;0;13200;1325.75;276859.5
52.0;105.5;263.75;25373.25;5.0;2;0.0;1.0;37;66;66;83;185.0;132;0.0;83.0;1200.0;84420.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;143520.0;126;0.0;0.0;14570.0;0;13200;4223.75;281083.25
52.5;105.5;263.75;25637.0;6.0;2;0.0;0.0;37;69;66;83;222.0;138;0.0;0.0;1080.0;85500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;143520.0;126;0.0;0.0;14570.0;0;13200;1343.75;282427.0
53.0;105.5;263.75;25900.75;5.0;2;0.0;1.0;37;69;66;83;185.0;138;0.0;83.0;1218.0;86718.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;146280.0;126;0.0;0.0;14570.0;0;13200;4241.75;286668.75
53.5;105.5;263.75;26164.5;6.0;2;0.0;0.0;37;69;66;83;222.0;138;0.0;0.0;1080.0;87798.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;146280.0;126;0.0;0.0;14570.0;0;13200;1343.75;288012.5
54.0;105.5;263.75;26428.25;5.0;2;0.0;1.0;37;69;66;83;185.0;138;0.0;83.0;1218.0;89016.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;149040.0;126;2.0;1260.0;15830.0;0;13200;5501.75;293514.25
54.5;105.5;263.75;26692.0;6.0;2;0.0;0.0;37;69;66;83;222.0;138;0.0;0.0;1080.0;90096.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149040.0;126;0.0;0.0;15830.0;0;13200;1343.75;294858.0
55.0;105.5;263.75;26955.75;5.0;2;2.0;1.0;37;69;66;83;185.0;138;132.0;83.0;1614.0;91710.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;151800.0;135;0.0;0.0;15830.0;0;13200;4637.75;299495.75
55.5;105.5;263.75;27219.5;6.0;2;0.0;0.0;37;69;66;83;222.0;138;0.0;0.0;1080.0;92790.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;151800.0;135;0.0;0.0;15830.0;0;13200;1343.75;300839.5
56.0;105.5;263.75;27483.25;5.0;2;0.0;1.0;37;69;66;83;185.0;138;0.0;83.0;1218.0;94008.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;154560.0;135;0.0;0.0;15830.0;0;13200;4241.75;305081.25
56.5;105.5;263.75;27747.0;6.0;2;0.0;0.0;37;69;66;83;222.0;138;0.0;0.0;1080.0;95088.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;154560.0;135;0.0;0.0;15830.0;0;13200;1343.75;306425.0
57.0;105.5;263.75;28010.75;5.0;2;0.0;1.0;37;69;66;83;185.0;138;0.0;83.0;1218.0;96306.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;157320.0;135;2.0;1350.0;17180.0;0;13200;5591.75;312016.75
57.5;105.5;263.75;28274.5;6.0;2;0.0;0.0;37;69;66;83;222.0;138;0.0;0.0;1080.0;97386.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;157320.0;135;0.0;0.0;17180.0;0;13200;1343.75;313360.5
58.0;105.5;263.75;28538.25;5.0;2;0.0;1.0;37;69;66;83;185.0;138;0.0;83.0;1218.0;98604.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;160080.0;135;0.0;0.0;17180.0;0;13200;4241.75;317602.25
58.5;105.5;263.75;28802.0;6.0;2;0.0;0.0;37;69;66;83;222.0;138;0.0;0.0;1080.0;99684.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;160080.0;135;0.0;0.0;17180.0;0;13200;1343.75;318946.0
59.0;105.5;263.75;29065.75;5.0;2;0.0;1.0;37;69;66;83;185.0;138;0.0;83.0;1218.0;100902.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;162840.0;135;0.0;0.0;17180.0;0;13200;4241.75;323187.75
59.5;105.5;263.75;29329.5;6.0;2;0.0;0.0;37;69;66;83;222.0;138;0.0;0.0;1080.0;101982.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;162840.0;135;0.0;0.0;17180.0;0;13200;1343.75;324531.5
60.0;105.5;263.75;29593.25;5.0;2;2.0;1.0;37;72;66;83;185.0;144;132.0;83.0;1632.0;103614.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;165600.0;144;2.0;1440.0;18620.0;3300;16500;9395.75;333927.25
60.5;105.5;263.75;29857.0;6.0;2;0.0;0.0;37;72;66;83;222.0;144;0.0;0.0;1098.0;104712.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;165600.0;144;0.0;0.0;18620.0;0;16500;1361.75;335289.0
61.0;105.5;263.75;30120.75;5.0;2;0.0;1.0;37;72;66;83;185.0;144;0.0;83.0;1236.0;105948.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;168360.0;144;0.0;0.0;18620.0;0;16500;4259.75;339548.75
61.5;105.5;263.75;30384.5;6.0;2;0.0;0.0;37;72;66;83;222.0;144;0.0;0.0;1098.0;107046.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;168360.0;144;0.0;0.0;18620.0;0;16500;1361.75;340910.5
62.0;112.8;282.0;30666.5;5.0;2;0.0;1.0;37;72;66;83;185.0;144;0.0;83.0;1236.0;108282.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;171120.0;144;0.0;0.0;18620.0;0;16500;4278.0;345188.5
62.5;112.8;282.0;30948.5;6.0;2;0.0;0.0;37;72;66;83;222.0;144;0.0;0.0;1098.0;109380.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;171120.0;144;0.0;0.0;18620.0;0;16500;1380.0;346568.5
63.0;112.8;282.0;31230.5;5.0;2;0.0;1.0;37;72;66;83;185.0;144;0.0;83.0;1236.0;110616.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;173880.0;144;2.0;1440.0;20060.0;0;16500;5718.0;352286.5
63.5;112.8;282.0;31512.5;6.0;2;0.0;0.0;37;72;66;83;222.0;144;0.0;0.0;1098.0;111714.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;173880.0;144;0.0;0.0;20060.0;0;16500;1380.0;353666.5
64.0;112.8;282.0;31794.5;5.0;2;0.0;1.0;37;72;66;83;185.0;144;0.0;83.0;1236.0;112950.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;176640.0;144;0.0;0.0;20060.0;0;16500;4278.0;357944.5
64.5;112.8;282.0;32076.5;6.0;2;0.0;0.0;37;72;66;83;222.0;144;0.0;0.0;1098.0;114048.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;176640.0;144;0.0;0.0;20060.0;0;16500;1380.0;359324.5
65.0;112.8;282.0;32358.5;5.0;2;2.0;1.0;37;72;66;83;185.0;144;132.0;83.0;1632.0;115680.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;179400.0;153;0.0;0.0;20060.0;0;16500;4674.0;363998.5
65.5;112.8;282.0;32640.5;6.0;2;0.0;0.0;37;72;66;83;222.0;144;0.0;0.0;1098.0;116778.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;179400.0;153;0.0;0.0;20060.0;0;16500;1380.0;365378.5
66.0;112.8;282.0;32922.5;5.0;2;0.0;1.0;37;72;66;83;185.0;144;0.0;83.0;1236.0;118014.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;182160.0;153;2.0;1530.0;21590.0;0;16500;5808.0;371186.5
66.5;112.8;282.0;33204.5;6.0;2;0.0;0.0;37;72;66;83;222.0;144;0.0;0.0;1098.0;119112.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;182160.0;153;0.0;0.0;21590.0;0;16500;1380.0;372566.5
67.0;112.8;282.0;33486.5;5.0;2;0.0;1.0;37;72;66;83;185.0;144;0.0;83.0;1236.0;120348.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;184920.0;153;0.0;0.0;21590.0;0;16500;4278.0;376844.5
67.5;112.8;282.0;33768.5;6.0;2;0.0;0.0;37;75;66;83;222.0;150;0.0;0.0;1116.0;121464.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;184920.0;153;0.0;0.0;21590.0;0;16500;1398.0;378242.5
68.0;112.8;282.0;34050.5;5.0;2;0.0;1.0;37;75;66;83;185.0;150;0.0;83.0;1254.0;122718.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;187680.0;153;0.0;0.0;21590.0;0;16500;4296.0;382538.5
68.5;112.8;282.0;34332.5;6.0;2;0.0;0.0;37;75;66;83;222.0;150;0.0;0.0;1116.0;123834.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;187680.0;153;0.0;0.0;21590.0;0;16500;1398.0;383936.5
69.0;112.8;282.0;34614.5;5.0;2;0.0;1.0;37;75;66;83;185.0;150;0.0;83.0;1254.0;125088.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;190440.0;153;2.0;1530.0;23120.0;0;16500;5826.0;389762.5
69.5;112.8;282.0;34896.5;6.0;2;0.0;0.0;37;75;66;83;222.0;150;0.0;0.0;1116.0;126204.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190440.0;153;0.0;0.0;23120.0;0;16500;1398.0;391160.5
70.0;112.8;282.0;35178.5;5.0;2;2.0;1.0;37;75;66;83;185.0;150;132.0;83.0;1650.0;127854.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;193200.0;162;0.0;0.0;23120.0;3300;19800;7992.0;399152.5
70.5;112.8;282.0;35460.5;6.0;2;0.0;0.0;37;75;66;83;222.0;150;0.0;0.0;1116.0;128970.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;193200.0;162;0.0;0.0;23120.0;0;19800;1398.0;400550.5
71.0;112.8;282.0;35742.5;5.0;2;0.0;1.0;37;75;66;83;185.0;150;0.0;83.0;1254.0;130224.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;195960.0;162;0.0;0.0;23120.0;0;19800;4296.0;404846.5
71.5;112.8;282.0;36024.5;6.0;2;0.0;0.0;37;75;66;83;222.0;150;0.0;0.0;1116.0;131340.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;195960.0;162;0.0;0.0;23120.0;0;19800;1398.0;406244.5
72.0;112.8;282.0;36306.5;5.0;2;0.0;1.0;37;75;66;83;185.0;150;0.0;83.0;1254.0;132594.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;198720.0;162;2.0;1620.0;24740.0;0;19800;5916.0;412160.5
72.5;112.8;282.0;36588.5;6.0;2;0.0;0.0;37;75;66;83;222.0;150;0.0;0.0;1116.0;133710.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;198720.0;162;0.0;0.0;24740.0;0;19800;1398.0;413558.5
73.0;112.8;282.0;36870.5;5.0;2;0.0;1.0;37;75;66;83;185.0;150;0.0;83.0;1254.0;134964.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;201480.0;162;0.0;0.0;24740.0;0;19800;4296.0;417854.5
73.5;112.8;282.0;37152.5;6.0;2;0.0;0.0;37;75;66;83;222.0;150;0.0;0.0;1116.0;136080.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;201480.0;162;0.0;0.0;24740.0;0;19800;1398.0;419252.5
74.0;112.8;282.0;37434.5;5.0;2;0.0;1.0;37;75;66;83;185.0;150;0.0;83.0;1254.0;137334.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;204240.0;162;0.0;0.0;24740.0;0;19800;4296.0;423548.5
74.5;112.8;282.0;37716.5;6.0;2;0.0;0.0;37;75;66;83;222.0;150;0.0;0.0;1116.0;138450.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;204240.0;162;0.0;0.0;24740.0;0;19800;1398.0;424946.5
75.0;112.8;282.0;37998.5;5.0;2;2.0;1.0;37;78;66;83;185.0;156;132.0;83.0;1668.0;140118.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;207000.0;171;2.0;1710.0;26450.0;0;19800;6420.0;431366.5
75.5;112.8;282.0;38280.5;6.0;2;0.0;0.0;37;78;66;83;222.0;156;0.0;0.0;1134.0;141252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;207000.0;171;0.0;0.0;26450.0;0;19800;1416.0;432782.5
76.0;112.8;282.0;38562.5;5.0;2;0.0;1.0;37;78;66;83;185.0;156;0.0;83.0;1272.0;142524.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;209760.0;171;0.0;0.0;26450.0;0;19800;4314.0;437096.5
76.5;112.8;282.0;38844.5;6.0;2;0.0;0.0;37;78;66;83;222.0;156;0.0;0.0;1134.0;143658.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;209760.0;171;0.0;0.0;26450.0;0;19800;1416.0;438512.5
77.0;112.8;282.0;39126.5;5.0;2;0.0;1.0;37;78;66;83;185.0;156;0.0;83.0;1272.0;144930.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;212520.0;171;0.0;0.0;26450.0;0;19800;4314.0;442826.5
77.5;112.8;282.0;39408.5;6.0;2;0.0;0.0;37;78;66;83;222.0;156;0.0;0.0;1134.0;146064.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;212520.0;171;0.0;0.0;26450.0;0;19800;1416.0;444242.5
78.0;112.8;282.0;39690.5;5.0;2;0.0;1.0;37;78;66;83;185.0;156;0.0;83.0;1272.0;147336.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;215280.0;171;2.0;1710.0;28160.0;0;19800;6024.0;450266.5
78.5;112.8;282.0;39972.5;6.0;2;0.0;0.0;37;78;66;83;222.0;156;0.0;0.0;1134.0;148470.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;215280.0;171;0.0;0.0;28160.0;0;19800;1416.0;451682.5
79.0;112.8;282.0;40254.5;5.0;2;0.0;1.0;37;78;66;83;185.0;156;0.0;83.0;1272.0;149742.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;218040.0;171;0.0;0.0;28160.0;0;19800;4314.0;455996.5
79.5;112.8;282.0;40536.5;6.0;2;0.0;0.0;37;78;66;83;222.0;156;0.0;0.0;1134.0;150876.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;218040.0;171;0.0;0.0;28160.0;0;19800;1416.0;457412.5
80.0;112.8;282.0;40818.5;5.0;2;2.0;1.0;37;78;66;83;185.0;156;132.0;83.0;1668.0;152544.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;220800.0;180;0.0;0.0;28160.0;3300;23100;8010.0;465422.5
80.5;112.8;282.0;41100.5;6.0;2;0.0;0.0;37;78;66;83;222.0;156;0.0;0.0;1134.0;153678.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;220800.0;180;0.0;0.0;28160.0;0;23100;1416.0;466838.5
81.0;112.8;282.0;41382.5;5.0;2;0.0;1.0;37;78;66;83;185.0;156;0.0;83.0;1272.0;154950.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;223560.0;180;2.0;1800.0;29960.0;0;23100;6114.0;472952.5
81.5;112.8;282.0;41664.5;6.0;2;0.0;0.0;37;78;66;83;222.0;156;0.0;0.0;1134.0;156084.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;223560.0;180;0.0;0.0;29960.0;0;23100;1416.0;474368.5
82.0;112.8;282.0;41946.5;5.0;2;0.0;1.0;37;78;66;83;185.0;156;0.0;83.0;1272.0;157356.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;226320.0;180;0.0;0.0;29960.0;0;23100;4314.0;478682.5
82.5;112.8;282.0;42228.5;6.0;2;0.0;0.0;37;81;66;83;222.0;162;0.0;0.0;1152.0;158508.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;226320.0;180;0.0;0.0;29960.0;0;23100;1434.0;480116.5
83.0;112.8;282.0;42510.5;5.0;2;0.0;1.0;37;81;66;83;185.0;162;0.0;83.0;1290.0;159798.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;229080.0;180;0.0;0.0;29960.0;0;23100;4332.0;484448.5
83.5;112.8;282.0;42792.5;6.0;2;0.0;0.0;37;81;66;83;222.0;162;0.0;0.0;1152.0;160950.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;229080.0;180;0.0;0.0;29960.0;0;23100;1434.0;485882.5
84.0;112.8;282.0;43074.5;5.0;2;0.0;1.0;37;81;66;83;185.0;162;0.0;83.0;1290.0;162240.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;231840.0;180;2.0;1800.0;31760.0;0;23100;6132.0;492014.5
84.5;112.8;282.0;43356.5;6.0;2;0.0;0.0;37;81;66;83;222.0;162;0.0;0.0;1152.0;163392.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;231840.0;180;0.0;0.0;31760.0;0;23100;1434.0;493448.5
85.0;112.8;282.0;43638.5;5.0;2;2.0;1.0;37;81;66;83;185.0;162;132.0;83.0;1686.0;165078.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;234600.0;189;0.0;0.0;31760.0;0;23100;4728.0;498176.5
85.5;112.8;282.0;43920.5;6.0;2;0.0;0.0;37;81;66;83;222.0;162;0.0;0.0;1152.0;166230.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;234600.0;189;0.0;0.0;31760.0;0;23100;1434.0;499610.5
86.0;112.8;282.0;44202.5;5.0;2;0.0;1.0;37;81;66;83;185.0;162;0.0;83.0;1290.0;167520.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;237360.0;189;0.0;0.0;31760.0;0;23100;4332.0;503942.5
86.5;112.8;282.0;44484.5;6.0;2;0.0;0.0;37;81;66;83;222.0;162;0.0;0.0;1152.0;168672.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;237360.0;189;0.0;0.0;31760.0;0;23100;1434.0;505376.5
87.0;129.0;322.5;44807.0;5.0;2;0.0;1.0;37;81;66;83;185.0;162;0.0;83.0;1290.0;169962.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;240120.0;189;2.0;1890.0;33650.0;0;23100;6262.5;511639.0
87.5;129.0;322.5;45129.5;6.0;2;0.0;0.0;37;81;66;83;222.0;162;0.0;0.0;1152.0;171114.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;240120.0;189;0.0;0.0;33650.0;0;23100;1474.5;513113.5
88.0;129.0;322.5;45452.0;5.0;2;0.0;1.0;37;81;66;83;185.0;162;0.0;83.0;1290.0;172404.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;242880.0;189;0.0;0.0;33650.0;0;23100;4372.5;517486.0
88.5;129.0;322.5;45774.5;6.0;2;0.0;0.0;37;81;66;83;222.0;162;0.0;0.0;1152.0;173556.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;242880.0;189;0.0;0.0;33650.0;0;23100;1474.5;518960.5
89.0;129.0;322.5;46097.0;5.0;2;0.0;1.0;37;81;66;83;185.0;162;0.0;83.0;1290.0;174846.0;4.0;8.0;12.0;4.0;59.0;82.0;101.0;164.0;236.0;656.0;1212.0;656.0;2760.0;245640.0;189;0.0;0.0;33650.0;0;23100;4372.5;523333.0
89.5;129.0;322.5;46419.5;6.0;2;0.0;0.0;37;81;66;83;222.0;162;0.0;0.0;1152.0;175998.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245640.0;189;0.0;0.0;33650.0;0;23100;1474.5;524807.5
